ts,open,high,low,close,volume
1767225600000,1.8412,1.8433,1.8391,1.8399,850131.4
1767226500000,1.8399,1.8432,1.8399,1.8431,665944.7
1767227400000,1.8431,1.8453,1.8413,1.8429,1007064.6
1767228300000,1.8429,1.8493,1.8416,1.8444,2741786.1
1767229200000,1.8444,1.8464,1.8428,1.8459,744048.4
1767230100000,1.8459,1.8468,1.8413,1.8413,977293.6
1767231000000,1.8413,1.8432,1.8393,1.8423,609093.7
1767231900000,1.8423,1.8425,1.8396,1.8405,434638.4
1767232800000,1.8405,1.8419,1.8396,1.8408,320835.5
1767233700000,1.8408,1.8413,1.8378,1.8386,554665.3
1767234600000,1.8386,1.8423,1.8386,1.8409,1696869.4
1767235500000,1.8409,1.841,1.8391,1.8392,487458.7
1767236400000,1.8392,1.8404,1.838,1.8404,455740.1
1767237300000,1.8404,1.8411,1.8387,1.8394,254230.9
1767238200000,1.8394,1.8404,1.8385,1.8388,359566.9
1767239100000,1.8388,1.8388,1.8333,1.8337,1617902.1
1767240000000,1.8337,1.8338,1.8277,1.8278,1922194.2
1767240900000,1.8278,1.8296,1.8253,1.8289,1826347.5
1767241800000,1.8289,1.831,1.8282,1.8282,547401.6
1767242700000,1.8282,1.8309,1.8274,1.8299,609255.9
1767243600000,1.8299,1.8437,1.8298,1.8437,3030188.6
1767244500000,1.8437,1.851,1.8435,1.8509,2987053.5
1767245400000,1.8509,1.8546,1.8459,1.8469,2054413.2
1767246300000,1.8469,1.8479,1.8436,1.8439,656281.9
1767247200000,1.8439,1.8465,1.8431,1.846,945348.3
1767248100000,1.846,1.8461,1.8436,1.8455,311439.2
1767249000000,1.8455,1.8462,1.8445,1.845,402966.0
1767249900000,1.845,1.847,1.8442,1.8444,381963.9
1767250800000,1.8444,1.8462,1.8431,1.8439,405024.2
1767251700000,1.8439,1.8454,1.8419,1.8423,597537.4
1767252600000,1.8423,1.8444,1.8423,1.8429,1717280.8
1767253500000,1.8429,1.843,1.8405,1.8412,565722.5
1767254400000,1.8412,1.8441,1.8406,1.8428,561528.0
1767255300000,1.8428,1.8455,1.8427,1.8452,587070.1
1767256200000,1.8452,1.8466,1.8447,1.8455,679637.5
1767257100000,1.8455,1.8505,1.8455,1.8489,798949.1
1767258000000,1.8489,1.8542,1.8486,1.8516,1901847.5
1767258900000,1.8516,1.853,1.848,1.849,2486208.5
1767259800000,1.849,1.8517,1.8484,1.8509,1253369.2
1767260700000,1.8509,1.8523,1.8503,1.8513,296353.5
1767261600000,1.8513,1.8525,1.8505,1.852,404996.7
1767262500000,1.852,1.852,1.851,1.8518,217090.6
1767263400000,1.8518,1.8539,1.8515,1.8531,1427129.5
1767264300000,1.8531,1.8542,1.8521,1.8525,620697.6
1767265200000,1.8525,1.8549,1.8525,1.8534,483319.8
1767266100000,1.8534,1.8562,1.8506,1.8515,1022156.5
1767267000000,1.8515,1.8521,1.8489,1.8515,524591.9
1767267900000,1.8515,1.8553,1.8513,1.8545,1240211.1
1767268800000,1.8545,1.8555,1.8527,1.8527,525111.1
1767269700000,1.8527,1.8527,1.8503,1.8517,607554.7
1767270600000,1.8517,1.8535,1.8511,1.852,625781.8
1767271500000,1.852,1.8535,1.8516,1.8517,248039.0
1767272400000,1.8517,1.8542,1.8511,1.8542,337203.7
1767273300000,1.8542,1.8588,1.8541,1.856,2159801.7
1767274200000,1.856,1.8564,1.8551,1.8561,220355.9
1767275100000,1.8561,1.8579,1.8548,1.8573,773685.0
1767276000000,1.8573,1.8593,1.8549,1.8586,2595706.5
1767276900000,1.8586,1.8586,1.8513,1.8524,1088160.0
1767277800000,1.8524,1.8571,1.8514,1.8567,623696.5
1767278700000,1.8567,1.8587,1.855,1.8552,724798.6
1767279600000,1.8552,1.8566,1.8542,1.8559,540178.3
1767280500000,1.8559,1.8573,1.8511,1.8534,771198.5
1767281400000,1.8534,1.8597,1.8531,1.8565,1411347.8
1767282300000,1.8565,1.8666,1.8558,1.8618,4340941.4
1767283200000,1.8618,1.8638,1.858,1.8597,2753458.0
1767284100000,1.8597,1.8604,1.8543,1.8588,4409933.2
1767285000000,1.8588,1.8625,1.8582,1.8607,1239962.5
1767285900000,1.8607,1.8636,1.8604,1.8636,841765.3
1767286800000,1.8636,1.8687,1.8632,1.8677,1263894.1
1767287700000,1.8677,1.872,1.8654,1.8701,2540369.3
1767288600000,1.8701,1.8744,1.87,1.8709,2872013.7
1767289500000,1.8709,1.8728,1.8673,1.8676,1358617.6
1767290400000,1.8676,1.8702,1.866,1.8662,1291176.3
1767291300000,1.8662,1.867,1.8641,1.8649,1115618.6
1767292200000,1.8649,1.8685,1.8649,1.8678,612889.7
1767293100000,1.8678,1.8687,1.8652,1.8684,1377415.4
1767294000000,1.8684,1.8703,1.8665,1.8666,524699.3
1767294900000,1.8666,1.8702,1.8666,1.8692,432166.2
1767295800000,1.8692,1.8728,1.8683,1.872,1007813.3
1767296700000,1.872,1.873,1.8709,1.873,1366386.1
1767297600000,1.873,1.8753,1.8713,1.8734,1525200.7
1767298500000,1.8734,1.8756,1.8718,1.8724,798012.8
1767299400000,1.8724,1.8724,1.8671,1.8696,1153342.7
1767300300000,1.8696,1.8713,1.8681,1.8709,1150752.7
1767301200000,1.8709,1.8721,1.8691,1.8707,824025.3
1767302100000,1.8707,1.8713,1.8689,1.869,557397.2
1767303000000,1.869,1.8699,1.8665,1.8685,597659.3
1767303900000,1.8685,1.8707,1.8677,1.8703,499744.7
1767304800000,1.8703,1.8729,1.8703,1.872,800259.1
1767305700000,1.872,1.8721,1.8692,1.8702,487676.3
1767306600000,1.8702,1.8713,1.8675,1.8711,551304.7
1767307500000,1.8711,1.8758,1.8707,1.8753,1688435.7
1767308400000,1.8753,1.878,1.871,1.8741,3002148.1
1767309300000,1.8741,1.8802,1.8739,1.8787,1924795.6
1767310200000,1.8787,1.8798,1.878,1.8791,969811.4
1767311100000,1.8791,1.88,1.8766,1.8788,627132.4
1767312000000,1.8788,1.8813,1.8746,1.8754,2373550.8
1767312900000,1.8754,1.8778,1.8745,1.876,630306.0
1767313800000,1.876,1.8785,1.8736,1.8753,827312.3
1767314700000,1.8753,1.8789,1.8753,1.8782,539814.6
1767315600000,1.8782,1.8791,1.8772,1.8776,696393.1
1767316500000,1.8776,1.8777,1.8748,1.8749,1203067.4
1767317400000,1.8749,1.8758,1.8724,1.873,560196.7
1767318300000,1.873,1.8731,1.871,1.8716,952024.5
